Version ID,Class Name,Version,LOC,LOC_touched,Age,Revision number,Fix number,Author Number,LOC_added,MAX_LOC_added,AVG_LOC_added,churn,MAX_churn,Buggyness
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,4.1.0,215,239,11,3,0,1,227,177,75.66666666666667,215,177,no
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,4.1.0,271,297,11,2,0,1,284,260,142.0,271,260,no
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,4.1.0,451,617,11,5,0,3,534,425,106.8,459,425,no
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,4.1.0,137,0,11,0,0,0,0,0,0.0,0,0,no
2,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,4.1.0,368,486,11,2,0,2,305,11,152.5,124,123,yes
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,4.1.0,764,1422,11,20,0,3,580,1,29.0,612,327,yes
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,4.1.0,51,55,11,2,0,2,53,52,26.5,53,52,no
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,4.1.0,150,68,11,2,0,2,63,58,31.5,58,53,no
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,4.1.0,31,35,11,2,0,2,33,33,16.5,35,33,no
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,4.1.0,180,0,11,0,0,0,0,0,0.0,0,0,no
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,4.1.0,196,208,11,2,0,1,202,195,101.0,196,195,yes
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,4.1.0,473,748,11,12,0,3,375,1,31.25,282,129,yes
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,4.1.0,40,40,11,1,0,1,40,40,40.0,40,40,no
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,4.1.0,255,209,11,4,0,1,130,79,32.5,51,20,yes
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,4.1.0,379,423,11,4,0,3,401,160,100.25,379,211,yes
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,4.1.0,509,581,11,7,0,3,545,378,77.85714285714286,541,378,yes
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,4.1.0,32,32,11,1,0,1,32,32,32.0,32,32,no
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,4.1.0,66,82,11,2,0,1,74,69,37.0,72,69,no
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,4.1.0,187,235,11,4,0,2,211,183,52.75,191,183,yes
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,4.1.0,576,602,11,3,0,2,589,550,196.33333333333334,576,550,yes
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,4.1.0,158,164,11,3,0,1,161,157,53.666666666666664,158,157,yes
